Time,ca_N-1,ca_0
0,0.0,0.75
0.32000000000000023,0.0,0.0
0.6400000000000005,0.0,0.0
0.9600000000000007,4.072665143358538e-299,0.0
1.2809999999999697,3.331317565554518e-221,0.0
1.6009999999999345,1.3792514428098105e-157,0.0
1.9209999999998992,1.1585757537398497e-103,0.0
2.240999999999864,7.321725571318822e-57,0.0
2.560999999999829,1.5748953346808309e-15,0.0
2.8809999999997937,1.561544935435393e+22,0.0
3.2009999999997585,4.5956876543819025e+55,0.0
3.5209999999997232,1.592926948019011e+86,0.0
3.840999999999688,1.856288058656152e+114,0.0
4.160999999999724,1.6463458203169864e+140,0.0
4.480999999999831,2.1261116486973528e+164,0.0
4.800999999999938,6.749838676656252e+186,0.0
5.1200000000000445,6.98295876398013e+207,0.0
5.440000000000151,4.545124944228764e+227,0.0
5.760000000000258,2.143538818564898e+246,0.0
6.080000000000365,9.421653805951123e+263,0.0
6.400000000000472,4.783064394172535e+280,0.0
6.720000000000579,3.371562851636584e+296,0.0
7.040000000000686,nan,0.0
7.360000000000793,nan,0.0
7.680000000000899,nan,0.0
8.000000000001005,nan,0.0
8.320000000000828,nan,0.0
8.64000000000065,nan,0.0
8.960000000000473,nan,0.0
9.280000000000296,nan,0.0
9.600000000000119,nan,0.0
9.92099999999994,nan,0.0
10.240999999999763,nan,0.0
10.560999999999586,nan,0.0
10.880999999999409,nan,0.0
11.200999999999231,nan,0.0
11.520999999999054,nan,0.0
11.840999999998877,nan,0.0
12.1609999999987,nan,0.0
12.480999999998522,nan,0.0
12.800999999998345,nan,0.0
13.120999999998167,nan,0.0
13.44099999999799,nan,0.0
13.760999999997813,nan,0.0
14.080999999997635,nan,0.0
14.400999999997458,nan,0.0
14.72099999999728,nan,0.0
15.040999999997103,nan,0.0
15.360999999996926,nan,0.0
15.680999999996748,nan,0.0
16.000999999996573,nan,0.0
16.320999999996964,nan,0.0
16.640999999997355,nan,0.0
16.960999999997746,nan,0.0
17.280999999998137,nan,0.0
17.60099999999853,nan,0.0
17.92099999999892,nan,0.0
